Supplemental Table 3: Known and putative novel ncNATs and their partner genes. ,,,,,,,
# Note to gene_id prefixes:,,,,,,,
# ENSG* - Ensembl/GENCODE genes,,,,,,,
# NONH* - Noncode genes,,,,,,,
# MSTRG* - Novel genes,,,,,,,
# Other - RefSeq genes,,,,,,,
,gene_id,seqnames,start,end,strand,gene_name,partners
6520,ENSG00000268906.1,chr19,51030076,51034335,+,AC011473.3,ENSG00000186474.15
6521,ENSG00000269072.1,chr19,51152923,51181966,-,AC063977.5,ENSG00000168995.13
6522,ENSG00000268595.1,chr19,51251231,51271179,-,AC063977.3,ENSG00000179213.13
6523,ENSG00000267905.5,chr19,51340695,51344117,+,AC008750.2,ENSG00000186806.5
6524,ENSG00000267984.1,chr19,51345169,51353293,+,AC008750.3,ENSG00000105379.10
6525,ENSG00000267984.1,chr19,51345169,51353293,+,AC008750.3,ENSG00000269403.1
6526,ENSG00000254760.1,chr19,51414298,51414965,+,AC008750.1,ENSG00000142512.15
6527,ENSG00000255441.1,chr19,51415724,51417425,+,SIGLEC10-AS1,ENSG00000142512.15
6528,ENSG00000268777.1,chr19,51519731,51520260,+,AC020914.1,ENSG00000105492.16
6529,ENSG00000269959.1,chr19,51685363,51693456,-,SPACA6P-AS,ENSG00000182310.15
6530,ENSG00000268095.1,chr19,51888025,51900463,+,ZNF649-AS1,ENSG00000198093.11
6531,ENSG00000268095.1,chr19,51888025,51900463,+,ZNF649-AS1,ENSG00000161551.14
6532,ENSG00000269235.2,chr19,51949134,51981367,+,ZNF350-AS1,ENSG00000256683.7
6533,ENSG00000275055.1,chr19,52049007,52049754,+,AC011468.5,ENSG00000256087.7
6534,ENSG00000267927.1,chr19,52171158,52177002,+,AC010320.1,ENSG00000196267.12
6535,ENSG00000268015.1,chr19,52222225,52231294,-,AC010320.2,ENSG00000105568.18
6536,ENSG00000269102.1,chr19,52284780,52297920,-,AC010320.3,ENSG00000196214.11
6537,ENSG00000269102.1,chr19,52284780,52297920,-,AC010320.3,ENSG00000198464.14
6538,ENSG00000269535.1,chr19,52300693,52345229,-,AC010320.4,ENSG00000167554.15
6539,ENSG00000269535.1,chr19,52300693,52345229,-,AC010320.4,ENSG00000198464.14
6540,ENSG00000269349.1,chr19,52511282,52512342,-,AC022150.3,ENSG00000258405.11
6541,ENSG00000268886.1,chr19,52575883,52585561,-,AC022150.1,ENSG00000167562.13
6542,ENSG00000269646.1,chr19,52923382,52924075,+,AC010487.1,ENSG00000213793.5
6543,ENSG00000269288.1,chr19,53240675,53241913,+,AC092070.3,ENSG00000197928.11
6544,ENSG00000287608.1,chr19,53434661,53473936,-,AC022137.3,ENSG00000160336.16
6545,ENSG00000287608.1,chr19,53434661,53473936,-,AC022137.3,ENSG00000198346.11
6546,ENSG00000228323.2,chr19,53854581,53869107,-,MYADM-AS1,ENSG00000179820.16
6547,ENSG00000232220.2,chr19,53874626,53876049,-,AC008440.1,ENSG00000179820.16
6548,ENSG00000237017.1,chr19,54119511,54125343,-,AC245052.4,ENSG00000105618.14
6549,ENSG00000227407.1,chr19,54430654,54434698,-,AC245884.1,ENSG00000167614.14
6550,ENSG00000226696.6,chr19,54444807,54449045,-,LENG8-AS1,ENSG00000167615.17
6551,ENSG00000224730.1,chr19,54635722,54638892,-,LILRB1-AS1,ENSG00000104972.15
6552,ENSG00000267265.5,chr19,55006193,55048086,+,AC011476.3,ENSG00000160439.16
6553,ENSG00000267265.5,chr19,55006193,55048086,+,AC011476.3,ENSG00000088053.11
6554,ENSG00000287170.1,chr19,55116420,55123169,+,AC010327.8,ENSG00000125503.13
6555,ENSG00000267577.1,chr19,55158939,55177540,+,AC010327.4,ENSG00000167646.14
6556,ENSG00000267577.1,chr19,55158939,55177540,+,AC010327.4,ENSG00000129990.15
6557,ENSG00000268729.1,chr19,55312029,55312495,-,AC020922.2,ENSG00000160469.17
6558,ENSG00000269275.1,chr19,55377579,55378125,-,AC020922.3,ENSG00000160472.5
6559,ENSG00000276488.1,chr19,55612490,55613097,-,AC008735.4,ENSG00000261221.4
6560,ENSG00000267523.1,chr19,55661901,55674715,-,AC008735.2,ENSG00000063244.13
6561,ENSG00000267117.1,chr19,55694118,55694558,-,AC010525.1,ENSG00000063245.15
6562,ENSG00000267549.6,chr19,56314703,56365316,+,AC006116.7,ENSG00000131848.9
6563,ENSG00000285996.1,chr19,56380230,56383924,+,AC006116.9,ENSG00000018869.17
6564,ENSG00000267192.1,chr19,56387412,56388424,+,AC006116.4,ENSG00000018869.17
6565,ENSG00000166770.11,chr19,56477250,56504362,+,ZNF667-AS1,ENSG00000198046.12
6566,ENSG00000269696.2,chr19,56545566,56567411,-,AC005498.3,ENSG00000196867.8
6567,ENSG00000286125.1,chr19,56669941,56823395,+,AC006115.2,ENSG00000127903.14
6568,ENSG00000286125.1,chr19,56669941,56823395,+,AC006115.2,ENSG00000198300.14
6569,ENSG00000286125.1,chr19,56669941,56823395,+,AC006115.2,ENSG00000269699.6
6570,ENSG00000267871.6,chr19,57267211,57280334,-,ZNF460-AS1,ENSG00000197714.9
6571,ENSG00000279541.1,chr19,57293083,57294469,-,AC005261.5,ENSG00000197714.9
6572,ENSG00000268678.1,chr19,57350848,57352012,-,AC005261.2,ENSG00000131845.15
6573,ENSG00000276449.1,chr19,57449689,57453011,+,AC004076.2,ENSG00000268163.1
6574,ENSG00000176593.8,chr19,58002061,58011232,+,AC008969.1,ENSG00000166704.11
6575,ENSG00000268516.2,chr19,58257270,58278808,-,AC020915.2,ENSG00000283515.1
6576,ENSG00000268516.2,chr19,58257270,58278808,-,AC020915.2,ENSG00000198131.14
6577,ENSG00000283103.3,chr19,58309727,58327248,-,AC010642.2,ENSG00000283515.1
6578,ENSG00000283103.3,chr19,58309727,58327248,-,AC010642.2,ENSG00000182318.6
6579,ENSG00000283103.3,chr19,58309727,58327248,-,AC010642.2,ENSG00000142396.10
6580,ENSG00000268895.6,chr19,58347718,58355455,+,A1BG-AS1,ENSG00000174586.11
6581,ENSG00000268895.6,chr19,58347718,58355455,+,A1BG-AS1,ENSG00000121410.12
6582,ENSG00000279611.1,chr19,58350795,58351720,+,AC012313.10,ENSG00000121410.12
6583,ENSG00000268049.1,chr19,58357999,58359603,+,AC012313.2,ENSG00000174586.11
6584,ENSG00000269054.2,chr19,58362583,58367593,+,AC012313.6,ENSG00000174586.11
6585,ENSG00000232098.3,chr19,58404238,58408484,-,AC012313.1,ENSG00000171574.18
6586,ENSG00000269106.1,chr19,58475355,58475763,-,AC012313.7,ENSG00000083812.12
6587,ENSG00000269106.1,chr19,58475355,58475763,-,AC012313.7,ENSG00000083838.16
6588,ENSG00000273901.1,chr19,58500505,58501137,+,AC012313.9,ENSG00000083807.10
6589,ENSG00000267858.6,chr19,58559129,58574797,+,MZF1-AS1,ENSG00000099326.9
6590,ENSG00000225377.6,chr20,316860,348490,-,NRSN2-AS1,ENSG00000125841.13
6591,ENSG00000225377.6,chr20,316860,348490,-,NRSN2-AS1,ENSG00000177732.9
6592,ENSG00000286787.1,chr20,1023874,1118467,-,AL110114.1,ENSG00000125818.18
6593,ENSG00000280162.1,chr20,1320710,1324367,+,AL136531.3,ENSG00000125775.15
6594,ENSG00000280162.1,chr20,1320710,1324367,+,AL136531.3,ENSG00000274322.1
6595,ENSG00000234684.7,chr20,1325405,1378735,+,SDCBP2-AS1,ENSG00000088832.18
6596,ENSG00000234684.7,chr20,1325405,1378735,+,SDCBP2-AS1,ENSG00000274322.1
6597,ENSG00000234684.7,chr20,1325405,1378735,+,SDCBP2-AS1,ENSG00000125775.15
6598,ENSG00000229728.1,chr20,1361622,1362585,+,AL136531.1,ENSG00000274322.1
6599,ENSG00000237914.5,chr20,1633508,1648472,+,SIRPG-AS1,ENSG00000089012.14
6600,ENSG00000276649.1,chr20,1888128,1894374,-,AL117335.1,ENSG00000198053.12
6601,ENSG00000233896.2,chr20,1947246,2030028,+,PDYN-AS1,ENSG00000101327.9
6602,ENSG00000235958.5,chr20,3106913,3150867,+,UBOX5-AS1,ENSG00000185019.17
6603,ENSG00000235958.5,chr20,3106913,3150867,+,UBOX5-AS1,ENSG00000215251.4
6604,ENSG00000288577.1,chr20,3406380,3410036,+,AL117334.1,ENSG00000088854.13
6605,ENSG00000229539.1,chr20,3888239,3888868,-,PANK2-AS1,ENSG00000125779.23
6606,ENSG00000275582.1,chr20,3921279,3923400,-,AL031670.1,ENSG00000125779.23
6607,ENSG00000278719.1,chr20,5990943,6005821,-,MCM8-AS1,ENSG00000125885.13
6608,ENSG00000229766.7,chr20,8019180,8043512,+,AL021396.1,ENSG00000125827.9
6609,ENSG00000225988.1,chr20,9505180,9514998,-,LAMP5-AS1,ENSG00000125869.10
6610,ENSG00000286740.1,chr20,9562941,9571257,+,AL353612.2,ENSG00000101349.17
6611,ENSG00000232738.1,chr20,9575608,9577689,+,AL353612.1,ENSG00000101349.17
6612,ENSG00000286470.1,chr20,9835556,9873900,+,AL034427.1,ENSG00000101349.17
6613,ENSG00000227906.8,chr20,10006381,10368776,-,SNAP25-AS1,ENSG00000132623.16
6614,ENSG00000227906.8,chr20,10006381,10368776,-,SNAP25-AS1,ENSG00000132639.13
6615,ENSG00000270792.6,chr20,10672695,10994924,+,AL050403.2,ENSG00000101384.12
6616,ENSG00000236526.1,chr20,11909404,11918677,-,AL035448.1,ENSG00000132640.15
6617,ENSG00000226263.1,chr20,13237801,13239674,-,ISM1-AS1,ENSG00000101230.6
6618,ENSG00000225956.1,chr20,13244064,13245369,-,AL050320.1,ENSG00000101230.6
6619,ENSG00000287062.1,chr20,14522081,14523314,-,AL121582.1,ENSG00000172264.17
6620,ENSG00000235914.2,chr20,14884250,14929528,-,MACROD2-AS1,ENSG00000172264.17
6621,ENSG00000286546.1,chr20,15892355,15985876,-,AL079338.1,ENSG00000172264.17
6622,ENSG00000287241.1,chr20,17222851,17226146,-,AL359511.3,ENSG00000125851.10
6623,ENSG00000230010.2,chr20,18289343,18359300,-,AL049646.1,ENSG00000125846.15
6624,ENSG00000237259.1,chr20,18313765,18315111,-,ZNF133-AS1,ENSG00000125846.15
6625,ENSG00000233993.1,chr20,18674395,18698709,-,DTD1-AS1,ENSG00000284776.1
6626,ENSG00000233993.1,chr20,18674395,18698709,-,DTD1-AS1,ENSG00000125821.13
6627,ENSG00000149443.7,chr20,18809728,18830153,-,SCP2D1-AS1,ENSG00000132631.6
6628,ENSG00000235996.1,chr20,19212852,19213477,-,AL136090.1,ENSG00000185052.13
6629,ENSG00000179447.2,chr20,19242302,19284596,-,SLC24A3-AS1,ENSG00000185052.13
6630,ENSG00000232675.7,chr20,19693209,19697576,-,AL121830.1,ENSG00000185052.13
6631,ENSG00000268628.2,chr20,19756390,19758037,-,AL121761.1,ENSG00000132669.14
6632,ENSG00000241054.1,chr20,20094401,20095684,-,AL035454.1,ENSG00000089101.19
6633,ENSG00000225417.1,chr20,20214299,20215262,-,AL049648.1,ENSG00000089101.19
6634,ENSG00000243810.1,chr20,20258407,20267809,-,CFAP61-AS1,ENSG00000089101.19
6635,ENSG00000228604.3,chr20,21148741,21162890,-,AL121759.1,ENSG00000088970.16
6636,ENSG00000232712.6,chr20,21154023,21218289,-,KIZ-AS1,ENSG00000088970.16
6637,ENSG00000275457.1,chr20,21302731,21303704,-,AL117332.1,ENSG00000088930.8
6638,ENSG00000258197.1,chr20,21511447,21512309,+,NKX2-2-AS1,ENSG00000125820.6
6639,ENSG00000234832.1,chr20,23346941,23351486,-,NXT1-AS1,ENSG00000132661.4
6640,ENSG00000273838.2,chr20,23452623,23461207,+,AL096677.1,ENSG00000125831.10
6641,ENSG00000260202.2,chr20,23481645,23519054,-,AL109954.1,ENSG00000125815.9
6642,ENSG00000286444.1,chr20,24992312,24993322,+,AL035661.2,ENSG00000101474.12
6643,ENSG00000279322.1,chr20,25226448,25226735,-,AL035252.4,ENSG00000197586.13
6644,ENSG00000274507.1,chr20,25251008,25251304,-,AL121772.2,ENSG00000100994.12
6645,ENSG00000276952.1,chr20,25284915,25285588,-,AL121772.3,ENSG00000100994.12
6646,ENSG00000213742.7,chr20,25624045,25689032,+,ZNF337-AS1,ENSG00000130684.14
6647,ENSG00000278383.1,chr20,25680781,25681246,+,AL031673.1,ENSG00000130684.14
6648,ENSG00000230613.1,chr20,31567707,31573263,-,HM13-AS1,ENSG00000101294.18
6649,ENSG00000236559.1,chr20,31686216,31716825,+,BCL2L1-AS1,ENSG00000171552.14
6650,ENSG00000281376.1,chr20,31721507,31723409,+,ABALON,ENSG00000171552.14
6651,ENSG00000226239.2,chr20,32005671,32031591,-,AL031658.1,ENSG00000101331.17
6652,ENSG00000236772.1,chr20,32449755,32453607,+,AL034550.1,ENSG00000197183.14
6653,ENSG00000286311.1,chr20,32485149,32487019,+,AL034550.3,ENSG00000197183.14
6654,ENSG00000277301.1,chr20,32509959,32520285,+,AL034550.2,ENSG00000197183.14
6655,ENSG00000233293.1,chr20,32561093,32573888,+,AL133343.2,ENSG00000197183.14
6656,ENSG00000204393.7,chr20,32564992,32608893,+,NOL4L-DT,ENSG00000197183.14
6657,ENSG00000228156.1,chr20,32581963,32593900,+,AL133343.1,ENSG00000197183.14
6658,ENSG00000260536.1,chr20,32843128,32854257,-,AL035071.2,ENSG00000101367.9
6659,ENSG00000229188.2,chr20,33728931,33731828,-,AL050349.1,ENSG00000131061.14
6660,ENSG00000230753.6,chr20,33787373,33811109,-,ZNF341-AS1,ENSG00000131061.14
6661,ENSG00000285230.2,chr20,33980679,33994357,-,RALY-AS1,ENSG00000125970.12
6662,ENSG00000228386.2,chr20,34014969,34017749,-,AL031668.1,ENSG00000125970.12
6663,ENSG00000250917.1,chr20,34234840,34281173,-,AL035458.2,ENSG00000101440.9
6664,ENSG00000286803.1,chr20,34741401,34807447,+,AL109824.1,ENSG00000198646.14
6665,ENSG00000278367.1,chr20,35174355,35174919,-,AL356652.1,ENSG00000101000.6
6666,ENSG00000279253.1,chr20,35262727,35264187,-,AL121753.2,ENSG00000125966.10
6667,ENSG00000235214.1,chr20,35285251,35285756,+,FAM83C-AS1,ENSG00000125998.8
6668,ENSG00000230155.6,chr20,35476203,35490982,-,CEP250-AS1,ENSG00000126001.16
6669,ENSG00000232406.7,chr20,36147334,36155760,-,AL121895.1,ENSG00000088367.23
6670,ENSG00000232907.8,chr20,36507702,36573391,-,DLGAP4-AS1,ENSG00000080845.18
6671,ENSG00000232907.8,chr20,36507702,36573391,-,DLGAP4-AS1,ENSG00000101335.10
6672,ENSG00000269846.1,chr20,37095785,37097178,+,AL136172.1,ENSG00000080839.12
6673,ENSG00000285144.1,chr20,38260149,38304332,+,AL359555.3,ENSG00000149633.12
6674,ENSG00000285347.1,chr20,38260175,38293892,+,AL359555.4,ENSG00000149633.12
6675,ENSG00000206249.3,chr20,38288331,38326536,-,AL359555.1,ENSG00000101425.14
6676,ENSG00000226648.2,chr20,41098019,41138003,-,PLCG1-AS1,ENSG00000124181.14
6677,ENSG00000226648.2,chr20,41098019,41138003,-,PLCG1-AS1,ENSG00000198900.7
6678,ENSG00000229042.2,chr20,42685404,42688562,+,AL031656.1,ENSG00000196090.12
6679,ENSG00000227599.1,chr20,42968743,42971492,+,PTPRT-AS1,ENSG00000196090.12
6680,ENSG00000226143.1,chr20,43549389,43550949,-,Z98752.1,ENSG00000185513.17
6681,ENSG00000287570.1,chr20,44181111,44182712,+,AL035447.1,ENSG00000149596.7
6682,ENSG00000226812.2,chr20,44347552,44355185,-,AL117382.1,ENSG00000101074.5
6683,ENSG00000229005.2,chr20,44372746,44395706,-,HNF4A-AS1,ENSG00000101076.17
6684,ENSG00000233376.1,chr20,44389624,44391537,-,AL117382.2,ENSG00000101076.17
6685,ENSG00000244558.6,chr20,44694892,44746021,-,KCNK15-AS1,ENSG00000064205.11
6686,ENSG00000244558.6,chr20,44694892,44746021,-,KCNK15-AS1,ENSG00000124249.7
6687,ENSG00000277022.1,chr20,45435272,45448325,-,AL031663.3,ENSG00000124155.18
6688,ENSG00000271984.1,chr20,45892694,45893419,-,AL008726.1,ENSG00000064601.20
6689,ENSG00000285796.1,chr20,45926518,45935055,-,AL162458.1,ENSG00000100982.12
6690,ENSG00000204044.6,chr20,46013500,46022073,-,SLC12A5-AS1,ENSG00000124140.14
6691,ENSG00000204044.6,chr20,46013500,46022073,-,SLC12A5-AS1,ENSG00000100985.7
6692,ENSG00000273828.2,chr20,46364551,46397994,+,AL133227.1,ENSG00000062598.18
6693,ENSG00000236028.1,chr20,46901143,46901726,-,AL354766.2,ENSG00000064655.19
6694,ENSG00000267882.2,chr20,47318502,47320754,+,AL031666.2,ENSG00000101040.19
6695,ENSG00000231119.2,chr20,47352561,47354633,+,AL031666.1,ENSG00000101040.19
6696,ENSG00000255438.2,chr20,47677901,47686297,+,AL354813.1,ENSG00000196562.14
6697,ENSG00000286159.1,chr20,48657073,48659119,+,AL035106.1,ENSG00000124126.14
6698,ENSG00000177410.13,chr20,49278178,49299600,+,ZFAS1,ENSG00000124201.15
6699,ENSG00000177410.13,chr20,49278178,49299600,+,ZFAS1,ENSG00000158445.10
6700,ENSG00000277449.1,chr20,50184598,50191498,-,CEBPB-AS1,ENSG00000172216.6
6701,ENSG00000232043.1,chr20,50570975,50578041,-,AL133230.1,ENSG00000196396.10
6702,ENSG00000234693.1,chr20,50645471,50662275,+,RIPOR3-AS1,ENSG00000042062.13
6703,ENSG00000259456.4,chr20,50930984,50945148,+,ADNP-AS1,ENSG00000000419.13
6704,ENSG00000259456.4,chr20,50930984,50945148,+,ADNP-AS1,ENSG00000101126.18
6705,ENSG00000232358.1,chr20,50999370,51010019,+,AL050404.1,ENSG00000026559.14
6706,ENSG00000287511.1,chr20,52072685,52096480,+,AL109984.1,ENSG00000020256.20
6707,ENSG00000234948.2,chr20,52192159,52670578,+,LINC01524,ENSG00000020256.20
6708,ENSG00000286865.1,chr20,53137293,53141169,-,AL391097.3,ENSG00000182463.16
6709,ENSG00000223492.1,chr20,53168643,53179550,-,AL391097.1,ENSG00000182463.16
6710,ENSG00000227705.1,chr20,53196229,53208705,-,AL391097.2,ENSG00000182463.16
6711,ENSG00000271774.1,chr20,53255979,53487274,-,AL109930.1,ENSG00000182463.16
6712,ENSG00000231703.2,chr20,53397661,53412910,-,AL354993.1,ENSG00000182463.16
6713,ENSG00000259723.1,chr20,53453058,53504314,-,AL354993.2,ENSG00000182463.16
6714,ENSG00000235415.1,chr20,53608354,53634590,+,AC005808.1,ENSG00000171940.14
6715,ENSG00000236352.1,chr20,53940160,53942508,+,AC005220.1,ENSG00000064787.13
6716,ENSG00000280387.1,chr20,56522252,56523499,+,AL109806.1,ENSG00000124091.9
6717,ENSG00000235032.1,chr20,57214872,57215866,+,BMP7-AS1,ENSG00000101144.13
6718,ENSG00000218018.3,chr20,57377140,57393062,-,RBM38-AS1,ENSG00000101146.13
6719,ENSG00000218018.3,chr20,57377140,57393062,-,RBM38-AS1,ENSG00000132819.17
6720,ENSG00000278709.2,chr20,57710156,57712780,+,NKILA,ENSG00000124225.16
6721,ENSG00000231290.6,chr20,58515379,58619888,+,APCDD1L-DT,ENSG00000198768.11
6722,ENSG00000235590.7,chr20,58818919,58850903,-,GNAS-AS1,ENSG00000087460.28
6723,ENSG00000225806.8,chr20,58863528,58888809,-,AL121917.1,ENSG00000087460.28
6724,ENSG00000270951.1,chr20,58876592,58876981,-,AL121917.2,ENSG00000087460.28
6725,ENSG00000238194.2,chr20,59624904,59628295,-,PHACTR3-AS1,ENSG00000087495.17
6726,ENSG00000277270.2,chr20,61432868,61437630,-,AL160412.1,ENSG00000179242.16
6727,ENSG00000179253.3,chr20,61717506,61719748,-,AL162457.1,ENSG00000179242.16
6728,ENSG00000225106.1,chr20,61738219,61755056,-,AL162457.2,ENSG00000179242.16
6729,ENSG00000226332.2,chr20,62305432,62306325,-,AL354836.1,ENSG00000130706.13
6730,ENSG00000228812.7,chr20,62352995,62356480,+,LAMA5-AS1,ENSG00000130702.15
6731,ENSG00000167046.4,chr20,62640719,62643304,-,AL357033.1,ENSG00000101187.16
6732,ENSG00000277496.1,chr20,62648961,62650767,-,AL357033.4,ENSG00000101187.16
6733,ENSG00000276317.1,chr20,62651272,62652186,-,AL357033.3,ENSG00000101187.16
6734,ENSG00000232803.1,chr20,62663019,62666724,-,SLCO4A1-AS1,ENSG00000101187.16
6735,ENSG00000223669.1,chr20,62732566,62735347,-,AL357033.2,ENSG00000101188.5
6736,ENSG00000229873.1,chr20,62800627,62805587,-,OGFR-AS1,ENSG00000060491.17
6737,ENSG00000229873.1,chr20,62800627,62805587,-,OGFR-AS1,ENSG00000101189.7
6738,ENSG00000275620.1,chr20,63253978,63261615,+,FLJ16779,ENSG00000101198.15
6739,ENSG00000203900.2,chr20,63359988,63371177,+,AL121827.1,ENSG00000101204.18
6740,ENSG00000280936.1,chr20,63422269,63424555,+,AL353658.1,ENSG00000075043.19
6741,ENSG00000226390.1,chr20,63448051,63449329,+,KCNQ2-AS1,ENSG00000075043.19
6742,ENSG00000275812.1,chr20,63543411,63543738,+,AL121829.2,ENSG00000125508.3
6743,ENSG00000274501.1,chr20,63730072,63730377,-,AL121845.4,ENSG00000273154.3
6744,ENSG00000274501.1,chr20,63730072,63730377,-,AL121845.4,ENSG00000197114.12
6745,ENSG00000229299.2,chr20,63744689,63745958,+,AL121845.1,ENSG00000130584.12
6746,ENSG00000231208.4,chr20,63808076,63816521,+,ZBTB46-AS1,ENSG00000130584.12
6747,ENSG00000268858.2,chr20,63861212,63864293,-,AL118506.1,ENSG00000183260.7
6748,ENSG00000280213.1,chr20,63953384,63956985,+,UCKL1-AS1,ENSG00000196700.9
6749,ENSG00000280213.1,chr20,63953384,63956985,+,UCKL1-AS1,ENSG00000198276.16
6750,ENSG00000279687.1,chr21,5073458,5087867,+,FP565260.5,ENSG00000280071.4
6751,ENSG00000224905.7,chr21,14027419,14144468,+,AP001347.1,ENSG00000188992.12
6752,ENSG00000223662.1,chr21,14582202,14598303,+,SAMSN1-AS1,ENSG00000155307.19
6753,ENSG00000229047.1,chr21,14961309,14964233,+,AF127577.1,ENSG00000180530.11
6754,ENSG00000280594.1,chr21,17611744,17633199,+,BTG3-AS1,ENSG00000154640.15
6755,ENSG00000244676.5,chr21,17793488,17810845,+,AL109761.1,ENSG00000154642.11
6756,ENSG00000227330.1,chr21,18022370,18114904,-,AF130417.1,ENSG00000154645.14
6757,ENSG00000287109.1,chr21,25646113,25654671,-,AP000224.1,ENSG00000154721.15
6758,ENSG00000233783.8,chr21,25928754,25952614,+,AP001442.1,ENSG00000142192.21
6759,ENSG00000224541.1,chr21,26158091,26175824,+,AP001439.1,ENSG00000142192.21
6760,ENSG00000273492.6,chr21,26170871,26217381,+,APP-DT,ENSG00000142192.21
6761,ENSG00000232692.1,chr21,26378552,26471698,+,AP001596.1,ENSG00000166265.13
6762,ENSG00000197934.8,chr21,26393635,26569252,+,CYYR1-AS1,ENSG00000166265.13
6763,ENSG00000223563.1,chr21,26889376,26939742,+,AP001599.1,ENSG00000154736.6
6764,ENSG00000273254.1,chr21,29024255,29024890,-,AF129075.2,ENSG00000156256.15
6765,ENSG00000286018.1,chr21,29063446,29064368,+,AF129075.3,ENSG00000156261.13
6766,ENSG00000232118.2,chr21,29370019,29376339,-,BACH1-AS1,ENSG00000156273.16
6767,ENSG00000273464.1,chr21,29657406,29657831,+,AP000238.1,ENSG00000171189.17
6768,ENSG00000174680.10,chr21,29748175,29764002,+,GRIK1-AS1,ENSG00000171189.17
6769,ENSG00000237594.2,chr21,31559245,31560487,+,AP000251.1,ENSG00000156299.13
6770,ENSG00000273271.1,chr21,31666728,31667247,-,AP000254.2,ENSG00000142168.15
6771,ENSG00000237138.1,chr21,32020966,32021782,-,HUNK-AS1,ENSG00000142149.9
6772,ENSG00000227256.1,chr21,32277863,32280988,+,MIS18A-AS1,ENSG00000159055.4
6773,ENSG00000232623.1,chr21,32306464,32308737,-,MRAP-AS1,ENSG00000170262.13
6774,ENSG00000238197.6,chr21,32728097,32747065,+,PAXBP1-AS1,ENSG00000159086.15
6775,ENSG00000205930.10,chr21,32772100,32955437,+,C21orf62-AS1,ENSG00000205929.11
6776,ENSG00000227757.3,chr21,32913649,33071104,-,AP000282.1,ENSG00000205927.5
6777,ENSG00000227757.3,chr21,32913649,33071104,-,AP000282.1,ENSG00000184221.13
6778,ENSG00000223799.1,chr21,33263873,33266260,-,IL10RB-DT,ENSG00000159110.20
6779,ENSG00000237945.7,chr21,33915534,33977691,+,LINC00649,ENSG00000241837.7
6780,ENSG00000237945.7,chr21,33915534,33977691,+,LINC00649,ENSG00000249209.2
6781,ENSG00000225555.2,chr21,34353099,34375364,-,AP000320.1,ENSG00000159197.4
6782,ENSG00000286153.1,chr21,34836286,34884882,+,AP000331.1,ENSG00000159216.19
6783,ENSG00000234703.1,chr21,35136638,35139222,+,AF015262.1,ENSG00000159216.19
6784,ENSG00000236677.1,chr21,36060432,36064408,+,SETD4-AS1,ENSG00000185917.14
6785,ENSG00000230212.6,chr21,36069642,36126640,-,AP000688.1,ENSG00000159228.13
6786,ENSG00000236830.7,chr21,36131767,36175815,-,CBR3-AS1,ENSG00000159231.6
6787,ENSG00000236830.7,chr21,36131767,36175815,-,CBR3-AS1,ENSG00000142197.12
6788,ENSG00000273199.1,chr21,36319792,36320670,-,AP000692.2,ENSG00000159256.13
6789,ENSG00000230479.1,chr21,36430360,36481070,+,AP000695.1,ENSG00000159261.12
6790,ENSG00000233818.1,chr21,36445731,36532408,+,AP000695.2,ENSG00000159261.12
6791,ENSG00000279365.1,chr21,36485867,36487760,+,AP000695.3,ENSG00000159261.12
6792,ENSG00000224269.1,chr21,36698773,36701564,-,AP000697.1,ENSG00000159263.16
6793,ENSG00000224790.3,chr21,36966461,36975164,+,AP000704.1,ENSG00000159267.16
6794,ENSG00000228677.1,chr21,37187666,37193926,-,TTC3-AS1,ENSG00000182670.13
6795,ENSG00000242553.1,chr21,37221419,37237744,+,AP001432.1,ENSG00000157538.14
6796,ENSG00000272948.2,chr21,37267784,37268497,+,AP001412.1,ENSG00000157538.14
6797,ENSG00000287637.1,chr21,37337382,37366858,-,AP001437.2,ENSG00000157540.22
6798,ENSG00000273210.1,chr21,37365477,37365932,-,AP001437.1,ENSG00000157540.22
6799,ENSG00000286717.1,chr21,37593977,37661496,+,AP001407.1,ENSG00000157542.11
6800,ENSG00000226012.1,chr21,38237217,38238201,-,AP001434.1,ENSG00000157551.19
6801,ENSG00000287470.1,chr21,38503562,38543336,+,AP001037.1,ENSG00000157554.19
6802,ENSG00000205622.11,chr21,38812878,38956467,-,AP001042.1,ENSG00000157557.13
6803,ENSG00000272991.1,chr21,39184469,39184899,+,AF129408.1,ENSG00000185658.14
6804,ENSG00000255568.3,chr21,39313935,39314962,+,BRWD1-AS2,ENSG00000185658.14
6805,ENSG00000238141.2,chr21,39315707,39323218,+,BRWD1-AS1,ENSG00000185658.14
6806,ENSG00000184809.13,chr21,39597147,39612910,-,B3GALT5-AS1,ENSG00000183778.17
6807,ENSG00000235123.5,chr21,40383083,40385358,+,DSCAM-AS1,ENSG00000171587.15
6808,ENSG00000288069.1,chr21,40736318,40754888,+,AF064866.1,ENSG00000171587.15
6809,ENSG00000280109.3,chr21,41175231,41186788,-,PLAC4,ENSG00000182240.16
6810,ENSG00000228318.3,chr21,41441056,41445708,-,AP001610.2,ENSG00000157601.15
6811,ENSG00000236883.1,chr21,41739373,41741308,+,AP001615.1,ENSG00000183421.12
6812,ENSG00000237232.9,chr21,42009194,42055130,+,ZNF295-AS1,ENSG00000173276.14
6813,ENSG00000184385.2,chr21,42102134,42108534,-,UMODL1-AS1,ENSG00000177398.18
