Supplemental Table 9: Dysregulated ncNATs in cancer cohorts (1 marks dysreguated genes in a tissue).,,,,,,,,,
,Liver,Lung,Thyroid Gland,Prostate,Breast,Brain,Bladder,Kidney,Colon
LOC105375988,0,0,1,0,1,0,0,0,0
LOC105375994,0,0,0,0,0,0,0,0,0
LOC105376018,0,0,0,0,0,0,0,0,0
LOC105376106,1,0,0,0,0,0,1,0,0
LOC105376131,0,0,0,0,1,0,0,1,1
LOC105376134,0,1,0,0,1,0,0,0,0
LOC105376154,0,0,0,0,0,0,0,0,0
LOC105376176,0,1,1,0,1,1,1,1,0
LOC105376184,1,0,0,0,0,0,0,1,0
LOC105376186,0,0,0,0,0,0,0,0,0
LOC105376216,0,0,0,0,0,0,0,0,0
LOC105376224,0,0,0,0,0,0,0,0,0
LOC105376238,0,1,0,0,0,0,0,0,0
LOC105376240,0,0,0,0,0,0,0,0,0
LOC105376270,0,1,0,0,0,0,1,0,0
LOC105376300,0,0,0,0,0,0,0,0,0
LOC105376328,0,0,0,0,0,0,0,0,1
LOC105376392,0,0,0,0,0,0,0,0,0
LOC105376410,0,0,0,0,0,0,0,0,0
LOC105376411,0,0,0,0,0,0,0,0,0
LOC105376506,1,0,0,0,0,0,0,0,0
LOC105376536,0,0,0,0,0,0,0,0,0
LOC105376578,0,0,0,0,0,0,0,0,0
LOC105376585,0,0,0,0,0,0,0,0,0
LOC105376611,0,0,0,0,1,0,0,0,0
LOC105376615,0,0,0,0,0,0,0,1,0
LOC105376626,1,1,0,0,0,0,0,0,0
LOC105376717,0,0,0,0,0,0,0,0,0
LOC105376767,0,0,0,0,0,0,0,0,0
LOC105376789,1,0,0,0,0,0,0,1,0
LOC105376810,0,1,1,0,0,0,0,1,1
LOC105376818,0,0,0,0,0,0,0,0,0
LOC105376823,0,0,0,0,0,0,0,0,0
LOC105376830,0,0,0,0,0,0,0,0,0
LOC105376860,0,0,0,0,0,0,0,0,0
LOC105376864,0,0,0,0,0,0,0,0,0
LOC105376882,0,0,0,0,1,0,0,0,0
LOC105376885,0,0,0,0,0,0,0,0,0
LOC105376926,0,0,0,0,0,0,0,0,0
LOC105376956,0,0,0,0,1,0,1,0,0
LOC105377056,0,0,0,0,0,1,0,0,0
LOC105377073,0,0,0,0,0,0,0,1,0
LOC105377103,0,0,0,0,0,0,0,0,0
LOC105377109,0,0,0,0,0,0,0,0,0
LOC105377265,0,0,0,1,1,0,0,1,0
LOC105377270,0,0,0,0,0,0,0,0,0
LOC105377276,0,1,0,0,0,0,0,0,0
LOC105377277,0,0,0,0,0,0,0,0,0
LOC105377285,0,0,0,0,0,0,0,0,0
LOC105377299,0,0,0,0,0,0,0,0,0
LOC105377310,0,1,0,0,0,0,0,0,0
LOC105377327,0,1,0,0,1,0,0,0,0
LOC105377347,1,0,0,0,0,0,1,1,0
LOC105377392,0,0,0,0,0,0,0,0,0
LOC105377414,0,0,0,0,0,0,0,0,0
LOC105377506,0,0,0,0,0,0,0,0,0
LOC105377642,0,0,0,0,0,0,0,0,0
LOC105377654,0,0,0,0,0,0,0,0,0
LOC105377665,0,0,0,0,1,0,0,0,0
LOC105377696,0,0,0,0,0,1,0,0,0
LOC105377714,0,0,0,0,0,0,0,0,0
LOC105377725,0,0,0,1,0,1,0,0,0
LOC105377778,0,1,0,0,1,0,0,1,0
LOC105377850,0,0,0,0,0,0,0,0,0
LOC105377855,0,0,0,0,0,1,0,1,0
LOC105377865,0,0,0,0,1,0,0,0,0
LOC105377879,0,0,0,0,0,0,0,0,0
LOC105377937,0,0,0,0,0,0,0,0,0
LOC105377945,0,0,0,0,1,0,1,0,0
LOC105377971,0,0,0,0,0,0,0,0,0
LOC105377984,0,0,0,0,0,0,0,0,0
LOC105377999,0,0,0,0,1,1,0,0,0
LOC105378040,0,0,0,0,1,0,0,0,0
LOC105378116,0,0,0,0,0,0,0,0,0
LOC105378248,1,1,0,0,0,0,1,0,0
LOC105378256,0,0,0,0,0,0,0,0,0
LOC105378286,0,0,0,0,1,0,0,0,0
LOC105378287,0,0,0,0,0,0,0,1,0
LOC105378329,0,0,0,0,0,0,0,0,0
LOC105378387,0,0,0,0,0,0,0,0,0
LOC105378409,0,0,0,0,0,1,0,0,0
LOC105378410,0,0,0,0,1,0,0,1,0
LOC105378443,0,0,1,0,0,0,0,1,0
LOC105378447,0,0,0,0,0,0,0,0,0
LOC105378450,0,0,0,0,0,0,0,0,0
LOC105378457,0,0,0,0,0,0,0,0,0
LOC105378460,0,0,0,0,0,0,0,0,0
LOC105378465,0,0,0,0,0,0,0,0,0
LOC105378494,0,1,0,0,0,0,0,0,0
LOC105378512,0,0,0,0,0,0,0,0,0
LOC105378573,0,0,1,0,0,0,0,0,0
LOC105378574,0,0,1,0,0,0,0,0,0
LOC105378629,0,0,0,0,0,0,0,0,0
LOC105378649,0,0,0,0,0,0,0,0,0
LOC105378651,0,0,0,0,0,0,0,0,0
LOC105378669,0,0,1,0,0,0,0,0,0
LOC105378690,0,0,0,0,1,0,0,0,0
LOC105378694,0,0,0,0,0,0,0,0,0
LOC105378719,0,0,0,0,0,0,0,0,0
LOC105378748,1,0,0,0,0,0,0,0,0
LOC105378781,0,0,0,0,1,0,0,0,0
LOC105378810,1,0,0,1,1,0,0,0,0
LOC105378841,0,0,0,0,0,0,0,0,0
LOC105378867,0,0,0,0,0,0,0,0,0
LOC105378891,0,0,0,0,1,1,0,0,0
LOC105378914,0,0,1,0,0,0,1,0,0
LOC105378918,1,0,0,0,0,0,0,0,1
LOC105379154,0,0,0,0,1,0,1,0,1
LOC105379173,0,0,0,1,0,0,0,0,0
LOC105379176,0,0,0,0,0,0,1,0,0
LOC105379193,0,0,0,0,0,0,0,0,0
LOC105379227,0,0,0,0,0,0,0,0,0
LOC105379243,0,0,0,0,0,0,0,0,0
LOC105379331,0,0,0,0,0,0,0,0,0
LOC105379346,0,0,0,0,0,1,1,0,0
LOC105379357,0,0,0,0,0,0,0,0,0
LOC105379375,0,0,0,0,1,0,0,0,0
LOC105379381,0,0,0,0,1,0,1,0,0
LOC105379404,1,0,1,0,1,0,1,0,1
LOC105379412,0,0,0,0,1,1,0,0,0
LOC105379641,0,0,0,0,0,0,0,0,0
LOC105379841,1,0,0,0,0,0,0,0,0
LOC105447645,0,0,0,0,0,0,0,0,0
LOC107984011,1,0,1,0,0,0,1,0,0
LOC107984015,0,0,0,0,0,0,0,0,0
LOC107984089,0,1,0,0,0,1,0,0,1
LOC107984112,1,0,0,0,0,0,0,1,0
LOC107984190,0,0,0,0,0,0,0,0,0
LOC107984214,0,0,0,0,0,0,0,0,0
LOC107984219,0,0,0,0,0,0,0,0,0
LOC107984242,0,0,0,0,0,0,0,0,0
LOC107984263,0,1,0,0,0,0,1,0,0
LOC107984281,0,0,1,0,0,0,0,0,0
LOC107984303,0,0,0,0,0,0,0,0,0
LOC107984311,0,0,0,0,0,1,0,1,0
LOC107984331,0,0,0,0,1,0,0,0,0
LOC107984343,0,0,0,0,0,0,0,0,0
LOC107984346,0,1,0,0,1,0,0,0,0
LOC107984368,0,0,0,0,0,0,0,0,1
LOC107984409,0,0,0,0,1,0,0,0,0
LOC107984418,0,0,0,0,1,0,1,0,0
LOC107984432,0,0,0,0,0,0,0,0,0
LOC107984498,0,0,0,0,0,0,0,0,0
LOC107984500,0,1,0,0,1,0,1,0,1
LOC107984507,0,0,0,0,0,0,0,0,0
LOC107984564,0,0,0,0,0,0,0,0,0
LOC107984585,0,0,0,1,1,0,1,0,0
LOC107984663,0,0,0,0,0,0,0,0,0
LOC107984670,0,0,0,0,0,0,0,0,0
LOC107984671,0,0,0,0,1,0,0,0,0
LOC107984674,0,0,0,1,0,0,0,0,0
LOC107984690,0,0,0,0,0,0,0,0,0
LOC107984746,0,0,0,0,1,0,0,0,0
LOC107984763,0,1,0,1,1,0,0,1,0
LOC107984839,0,0,0,0,0,0,0,0,0
LOC107984852,0,0,0,0,0,0,0,0,0
LOC107984869,0,0,0,0,0,0,0,0,0
LOC107984888,1,0,0,0,0,0,0,0,1
LOC107984904,0,0,0,0,0,0,0,0,0
LOC107984912,0,0,0,0,1,0,0,1,0
LOC107984940,0,0,0,0,0,0,1,0,0
LOC107984946,0,0,0,0,0,0,0,0,0
LOC107984952,0,0,0,1,0,0,1,0,0
LOC107984997,0,0,0,0,0,0,0,0,0
LOC107985013,0,0,0,0,0,0,0,0,0
LOC107985017,0,0,0,0,0,0,0,0,0
LOC107985034,0,1,0,0,0,1,0,0,0
LOC107985044,0,0,0,0,0,0,0,0,0
LOC107985048,1,0,1,0,0,1,0,0,0
LOC107985074,1,0,0,0,0,0,0,0,0
LOC107985077,0,0,0,1,1,0,0,0,0
LOC107985203,1,0,1,0,0,0,0,0,0
LOC107985204,0,0,0,0,0,0,0,0,0
LOC107985219,1,0,1,1,1,0,0,1,0
LOC107985220,1,0,0,0,1,0,1,1,0
LOC107985231,0,0,0,0,0,0,0,0,0
LOC107985238,0,0,0,0,1,0,0,0,0
LOC107985256,0,0,0,0,0,0,0,0,0
LOC107985279,0,0,0,0,0,0,0,0,0
LOC107985301,0,0,0,0,0,0,0,0,0
LOC107985304,0,0,0,0,0,0,0,0,0
LOC107985314,0,0,0,0,0,0,0,1,0
LOC107985315,0,0,0,0,0,0,0,0,0
LOC107985334,0,0,1,0,0,0,0,0,0
LOC107985358,0,0,0,0,0,0,0,0,0
LOC107985360,0,0,0,0,0,0,0,0,0
LOC107985361,1,1,0,1,1,0,0,0,1
LOC107985405,0,0,0,1,1,0,0,0,0
LOC107985423,1,1,0,0,1,0,0,0,0
LOC107985434,0,0,0,0,0,0,0,0,1
LOC107985500,0,0,0,0,0,0,0,0,0
LOC107985504,0,0,0,0,0,0,0,0,0
LOC107985521,0,0,0,0,0,0,0,0,0
LOC107985544,0,0,0,0,0,0,0,0,0
LOC107985554,0,0,0,0,0,0,0,1,1
LOC107985568,1,0,0,0,0,0,1,0,0
LOC107985657,0,0,0,0,0,0,0,0,0
LOC107985664,1,0,0,0,1,1,0,1,0
LOC107985670,0,0,0,0,0,0,0,0,0
LOC107985788,1,0,0,0,0,0,0,0,1
LOC107985838,0,0,0,0,0,0,0,0,0
LOC107985892,0,0,0,0,0,0,1,0,0
LOC107985946,0,0,0,0,0,0,0,0,0
LOC107985948,1,0,1,0,0,0,1,0,0
LOC107985972,0,0,1,0,0,0,0,0,0
LOC107985991,0,0,0,0,0,0,0,0,0
LOC107985996,0,0,0,0,1,0,0,0,0
LOC107986023,0,1,1,1,0,0,1,1,0
LOC107986053,0,0,0,0,0,0,0,0,0
LOC107986061,1,0,0,0,0,0,1,1,0
LOC107986065,1,0,1,0,0,0,0,0,0
LOC107986082,0,0,0,0,0,0,0,0,1
LOC107986087,0,0,0,0,0,0,1,0,0
LOC107986088,0,0,0,0,0,0,0,0,0
LOC107986092,0,0,0,0,0,1,0,1,0
LOC107986162,0,0,1,1,0,0,0,0,1
LOC107986190,0,0,1,0,0,0,0,0,0
LOC107986192,0,1,0,0,1,0,1,0,0
LOC107986289,0,0,0,0,0,0,0,0,0
LOC107986307,0,0,1,0,0,0,1,0,1
LOC107986326,0,0,0,0,0,0,0,0,0
LOC107986455,0,0,0,1,0,0,1,0,1
LOC107986462,0,0,0,0,0,0,0,0,0
LOC107986475,0,1,0,0,0,0,1,0,0
LOC107986493,0,0,0,0,0,0,0,0,0
LOC107986523,0,0,0,0,0,1,0,0,0
LOC107986528,1,0,0,0,0,0,0,0,0
LOC107986531,0,0,0,0,0,0,0,0,0
LOC107986556,0,1,0,0,0,0,0,0,0
LOC107986571,0,0,1,0,0,0,0,1,0
LOC107986578,0,0,0,0,1,0,0,0,0
LOC107986583,0,0,1,0,1,1,1,0,0
LOC107986594,0,0,0,0,0,0,0,0,0
LOC107986599,0,0,0,1,0,0,0,0,0
LOC107986608,1,1,0,0,0,0,0,0,1
LOC107986642,0,0,0,0,1,0,0,0,0
LOC107986650,0,0,0,0,0,1,0,0,0
LOC107986660,0,0,0,0,1,1,0,0,0
LOC107986715,0,0,0,0,0,0,0,0,0
LOC107986760,0,0,0,0,0,0,0,1,1
LOC107986774,0,0,1,1,1,0,0,0,0
LOC107986819,1,1,1,0,1,0,0,0,0
LOC107986822,1,0,0,0,0,0,0,1,0
LOC107986835,0,0,0,0,0,0,0,0,0
LOC107986876,0,0,0,0,0,0,0,0,0
LOC107986949,0,0,1,0,0,0,0,0,0
LOC107987043,0,1,0,0,0,0,0,0,0
LOC107987046,0,0,0,0,0,0,0,0,0
LOC107987053,0,0,0,0,0,0,0,0,0
LOC107987078,0,0,0,0,0,0,0,0,0
LOC107987102,1,0,0,0,0,0,0,0,0
LOC107987115,0,0,1,1,1,1,1,0,0
LOC107987132,0,0,0,0,1,0,1,1,0
LOC107987134,1,0,0,0,0,0,0,1,0
LOC107987140,0,0,0,0,0,0,0,0,0
LOC107987209,0,0,0,0,1,0,1,0,0
LOC107987221,0,0,0,0,0,0,0,0,0
LOC107987244,0,0,0,0,0,0,0,0,0
LOC107987245,0,0,0,0,0,0,0,0,0
LOC107987266,0,0,0,0,1,0,0,0,0
LOC107987299,0,0,0,0,0,1,0,0,0
LOC107987435,1,1,0,0,0,0,0,0,0
LOC112267909,0,0,0,0,0,0,0,0,0
LOC112267914,0,1,0,0,0,0,0,0,0
LOC112267937,1,0,1,0,0,0,0,0,1
LOC112267942,0,0,0,0,0,0,0,0,0
LOC112267970,0,0,0,0,0,0,0,0,0
LOC112267974,0,0,0,0,1,0,0,0,0
LOC112267988,1,1,0,0,1,0,0,0,0
LOC112268060,0,0,0,0,0,0,0,0,0
LOC112268078,0,0,1,0,0,0,0,0,0
LOC112268079,1,0,1,0,1,0,0,0,0
LOC112268081,0,0,0,0,1,0,1,0,0
LOC112268088,0,0,0,0,0,0,0,0,0
LOC112268101,0,0,0,0,0,0,0,0,0
LOC112268118,1,0,0,0,1,0,0,0,0
LOC112268127,1,0,0,0,0,0,0,1,1
LOC112268174,0,0,0,0,0,0,0,0,0
LOC112268179,0,0,0,0,0,0,0,0,0
LOC112268182,0,0,0,0,0,1,1,1,0
LOC112268218,0,0,0,0,0,0,0,0,0
LOC112268267,1,0,0,0,0,1,0,0,0
LOC112268402,1,0,0,0,0,1,1,0,0
LOC112268416,0,0,0,0,1,0,0,0,0
LOC112268423,0,0,0,0,0,0,0,0,0
LOC112268432,0,0,0,1,1,0,0,1,0
LOC112268440,0,0,0,0,0,0,0,0,1
LOC112268460,0,1,0,0,0,1,1,1,0
LOC118567325,0,0,0,0,1,0,0,1,0
LOC124900250,0,0,0,0,0,0,0,0,0
LOC124900465,0,1,0,0,1,0,0,0,0
LOC124900479,0,0,0,0,0,0,0,0,0
LOC124900514,0,1,0,0,0,1,1,0,0
LOC124900545,0,0,0,0,0,0,0,1,1
LOC124900593,0,0,0,0,0,0,0,0,0
LOC124900604,1,0,0,0,0,0,0,0,0
LOC124900608,0,1,0,0,1,0,1,0,1
LOC124900615,0,0,0,0,0,0,0,0,0
LOC124900620,0,0,0,0,0,0,0,0,0
LOC124900645,0,0,0,0,0,0,0,0,0
LOC124900649,0,0,0,0,0,0,0,0,0
LOC124900653,0,0,0,0,0,0,0,0,0
LOC124900659,0,1,0,0,0,1,0,1,0
LOC124900672,0,0,0,0,0,0,0,0,0
LOC124900684,0,0,0,0,0,0,0,0,0
LOC124900705,0,0,0,0,0,0,0,0,0
LOC124900706,0,0,0,0,0,0,0,0,0
LOC124900708,0,0,0,0,1,0,1,0,0
LOC124900710,0,0,0,0,1,0,0,0,0
LOC124900726,0,0,0,0,0,0,0,0,0
LOC124900740,0,0,0,0,0,0,0,0,0
LOC124900750,0,0,0,0,0,0,0,0,0
LOC124900751,1,0,0,0,1,1,0,0,0
LOC124900785,0,0,0,0,0,0,0,0,0
LOC124900795,0,1,0,0,0,0,0,0,0
LOC124900805,0,0,0,0,0,0,0,1,0
LOC124900812,0,0,0,0,1,0,1,0,1
LOC124900826,0,1,1,0,0,0,0,0,0
LOC124900827,0,0,0,0,0,0,0,0,0
LOC124900929,0,0,0,0,0,0,1,0,0
LOC124900938,0,0,0,0,0,0,0,0,0
LOC124900959,0,0,0,0,0,1,0,0,0
LOC124900961,0,1,0,0,0,0,0,0,0
LOC124900962,0,0,0,0,1,0,1,0,0
LOC124900966,0,0,0,0,0,0,0,0,0
LOC124900968,0,0,0,0,0,0,0,0,0
LOC124900970,0,0,0,0,1,1,1,0,1
LOC124900978,1,1,0,0,0,0,1,1,1
LOC124901012,0,0,1,0,0,0,0,0,0
LOC124901014,0,0,0,0,0,0,0,0,0
LOC124901033,0,0,1,0,0,0,0,1,0
LOC124901049,0,0,0,0,0,0,0,0,0
LOC124901060,1,1,0,0,0,0,1,1,0
LOC124901077,0,0,0,0,0,0,0,0,0
LOC124901079,1,0,1,0,1,1,1,1,0
LOC124901088,0,0,0,1,0,0,0,0,0
LOC124901091,0,0,0,0,1,1,0,0,0
LOC124901097,0,1,0,0,1,0,0,0,0
LOC124901101,0,1,0,0,0,0,1,0,0
LOC124901120,0,0,0,0,0,0,0,0,0
LOC124901121,0,0,0,0,0,0,1,0,0
LOC124901128,0,0,0,0,1,0,0,1,0
LOC124901143,0,0,0,0,0,0,0,0,0
LOC124901162,1,0,0,0,0,0,1,1,1
LOC124901171,0,0,0,0,0,0,0,1,0
LOC124901174,0,0,0,0,0,0,0,0,0
LOC124901253,0,0,0,0,0,0,0,0,0
LOC124901270,1,0,0,0,0,0,1,0,0
LOC124901277,1,0,0,1,1,1,0,0,0
LOC124901284,0,0,0,0,1,0,0,1,0
LOC124901285,0,0,0,0,0,0,0,0,0
LOC124901298,0,0,0,0,0,1,0,0,0
LOC124901301,1,1,0,0,0,0,0,0,0
LOC124901309,0,0,0,0,0,0,0,0,0
LOC124901315,0,0,0,0,0,1,0,0,0
LOC124901316,0,0,0,0,0,0,0,0,1
LOC124901323,0,0,0,0,0,0,0,0,0
LOC124901326,0,0,0,0,0,0,0,0,1
LOC124901327,0,0,0,0,0,0,0,0,0
LOC124901328,0,0,0,0,0,0,0,0,0
LOC124901335,0,0,0,0,0,0,0,0,0
LOC124901346,0,0,0,0,1,0,1,0,0
LOC124901356,0,0,1,0,0,0,0,0,0
LOC124901360,0,1,1,0,0,0,0,0,0
LOC124901363,0,0,0,0,0,0,1,0,0
LOC124901386,0,0,0,0,0,0,0,0,0
LOC124901393,0,0,0,0,0,0,0,0,0
LOC124901394,0,0,0,0,0,0,0,0,0
LOC124901416,0,0,0,0,0,0,0,0,0
LOC124901421,0,0,0,0,0,0,0,0,0
LOC124901454,0,0,0,0,0,0,0,0,0
LOC124901455,0,0,1,0,1,1,0,0,1
LOC124901460,1,0,0,0,0,0,1,0,1
LOC124901470,0,0,0,0,0,0,0,0,0
LOC124901474,0,0,1,0,0,0,0,0,0
LOC124901487,0,0,0,0,0,0,0,0,0
LOC124901490,0,0,0,0,0,0,0,0,0
LOC124901573,0,0,0,0,0,0,0,0,0
LOC124901586,0,0,0,0,0,0,0,0,0
LOC124901591,0,0,0,0,0,0,0,0,0
LOC124901595,1,0,0,0,1,0,0,0,0
LOC124901596,1,0,0,0,1,0,0,0,0
LOC124901599,0,0,0,0,0,0,0,0,0
LOC124901600,0,0,0,0,0,0,0,0,0
LOC124901603,0,0,0,0,0,0,0,0,0
LOC124901606,0,0,0,0,0,0,0,0,0
LOC124901609,1,1,0,0,0,0,0,0,0
LOC124901610,1,0,0,1,0,0,1,0,0
LOC124901664,1,0,0,0,1,0,1,0,1
LOC124901675,1,0,0,0,1,0,1,0,0
LOC124901676,0,0,0,0,0,0,0,0,1
LOC124901684,0,0,0,0,0,0,0,0,0
LOC124901688,0,0,0,0,0,0,0,0,0
LOC124901698,0,0,0,0,0,0,1,0,0
LOC124901700,0,0,0,0,0,0,0,0,0
LOC124901704,0,0,0,0,0,0,0,0,1
LOC124901709,0,0,0,0,0,0,0,0,0
LOC124901715,0,0,0,0,0,0,0,0,0
LOC124901720,1,0,0,1,0,0,0,0,0
LOC124901721,0,0,0,0,0,0,0,0,0
LOC124901733,0,0,0,0,0,0,0,1,0
LOC124901734,0,0,0,0,0,0,0,0,0
LOC124901735,0,0,0,0,1,0,0,0,0
LOC124901738,0,0,0,0,0,0,0,0,0
LOC124901740,0,0,0,0,1,0,0,1,0
LOC124901748,0,1,0,0,1,0,1,0,0
LOC124901769,0,0,0,0,0,0,0,0,0
LOC124901774,0,1,0,0,0,0,0,0,0
LOC124901870,0,0,0,0,0,0,0,0,0
LOC124901873,0,0,0,0,0,0,0,0,0
LOC124901888,0,0,0,0,0,0,0,0,0
LOC124901889,0,0,0,0,0,0,0,0,0
LOC124901891,1,0,0,0,1,0,0,0,0
LOC124901919,1,0,0,0,1,0,0,1,1
LOC124901929,0,0,0,0,0,0,0,0,0
LOC124901934,0,0,0,0,0,0,0,1,0
LOC124901937,0,0,1,0,1,0,0,0,0
LOC124901945,0,0,1,0,1,0,0,1,0
LOC124901955,0,1,0,0,0,0,0,0,0
LOC124901963,0,0,0,0,0,0,0,0,0
LOC124901974,0,0,0,0,0,0,1,0,0
LOC124901976,1,0,0,0,0,0,0,0,0
LOC124901985,0,0,0,0,0,0,0,0,0
LOC124901986,1,0,0,0,0,0,0,0,0
LOC124901989,0,0,0,0,0,0,1,0,0
LOC124901996,0,1,0,0,1,0,1,0,0
LOC124902029,0,0,0,0,1,0,1,1,0
LOC124902035,0,0,0,0,0,0,0,0,0
LOC124902040,0,0,0,0,0,0,0,0,1
LOC124902041,1,0,0,0,0,0,1,1,0
LOC124902059,0,0,0,0,0,0,0,0,0
LOC124902060,0,1,0,0,1,0,0,0,0
LOC124902068,0,0,0,0,0,0,0,0,0
LOC124902075,1,0,1,0,0,0,1,0,0
LOC124902125,0,0,0,0,0,0,0,0,0
LOC124902136,0,0,0,0,0,0,0,0,0
LOC124902138,1,0,0,0,1,1,1,1,0
LOC124902144,1,0,1,1,0,1,0,1,0
LOC124902174,0,0,0,0,0,0,1,1,1
LOC124902183,0,0,0,0,0,0,0,0,0
LOC124902185,0,0,0,0,0,0,0,0,0
LOC124902200,0,0,0,0,0,0,0,1,0
LOC124902214,0,1,0,0,0,0,0,0,0
LOC124902235,0,0,0,0,1,0,0,0,0
LOC124902245,0,0,0,0,1,0,0,0,0
LOC124902246,0,0,0,0,1,0,0,0,0
LOC124902248,0,1,1,0,1,1,0,0,1
LOC124902251,1,0,0,0,0,0,0,1,0
LOC124902252,1,0,0,0,0,0,0,0,0
LOC124902273,0,0,0,0,0,0,0,0,0
LOC124902274,0,0,0,0,0,0,0,0,0
LOC124902281,0,0,0,0,0,0,0,0,0
LOC124902282,1,1,0,0,0,0,0,0,1
LOC124902285,0,1,1,0,1,0,1,0,1
LOC124902289,0,0,0,0,0,0,0,0,0
LOC124902291,0,0,0,0,0,0,0,0,0
LOC124902292,0,0,0,0,0,0,0,0,0
LOC124902295,0,1,0,0,0,0,0,1,0
LOC124902296,1,0,0,0,0,0,1,0,0
LOC124902308,0,0,0,0,0,0,0,0,1
LOC124902309,0,0,0,0,0,0,0,0,0
LOC124902310,0,0,0,0,0,0,0,0,0
LOC124902314,0,0,0,0,0,0,0,0,0
LOC124902315,0,0,0,1,0,0,0,0,0
LOC124902317,0,0,0,0,0,0,0,0,0
LOC124902365,0,0,0,0,0,0,0,0,0
LOC124902368,0,0,0,0,0,0,0,0,0
LOC124902377,0,0,0,0,0,0,0,1,0
LOC124902395,0,0,0,0,0,0,0,0,0
LOC124902400,1,0,0,0,0,0,0,0,0
LOC124902401,0,0,0,0,1,0,1,0,0
LOC124902435,0,0,0,0,0,0,0,0,0
LOC124902443,0,0,0,0,0,0,0,1,0
LOC124902445,0,0,0,0,0,0,0,0,0
LOC124902446,1,1,0,0,1,1,1,1,0
LOC124902451,1,0,0,0,0,0,0,0,0
LOC124902476,0,0,1,0,0,0,0,0,0
LOC124902495,1,0,0,1,0,0,1,0,0
LOC124902497,0,1,0,0,0,0,0,0,0
LOC124902510,0,0,0,0,0,0,0,0,0
LOC124902517,0,0,0,0,0,0,0,0,0
LOC124902564,0,0,0,0,0,0,0,0,0
LOC124902612,0,0,0,0,1,0,1,0,1
LOC124902620,1,0,0,0,0,0,1,0,0
LOC124902634,1,0,0,0,0,0,0,0,0
LOC124902636,0,0,0,0,0,0,0,0,0
LOC124902638,0,0,0,0,1,0,0,0,1
LOC124902639,0,0,0,0,0,0,0,0,0
LOC124902656,0,0,0,0,0,0,0,0,0
LOC124902672,0,0,0,0,0,1,0,0,0
LOC124902673,0,0,0,0,0,0,0,0,0
LOC124902675,0,0,0,0,0,0,1,1,0
LOC124902686,0,0,0,0,0,0,0,0,0
LOC124902692,0,0,0,0,0,0,0,0,0
LOC124902714,0,0,0,0,0,0,0,0,0
LOC124902724,0,0,0,0,0,0,0,0,0
LOC124902735,0,0,0,0,0,0,1,0,0
LOC124902740,0,0,0,0,0,0,0,0,0
LOC124902741,0,0,0,0,0,0,1,0,1
LOC124902742,1,0,0,0,0,0,1,0,0
LOC124902743,0,0,0,0,1,0,0,0,0
LOC124902746,0,0,0,0,0,0,0,0,0
LOC124902753,0,0,0,0,0,0,0,0,0
LOC124902764,0,0,0,0,0,0,0,0,0
LOC124902765,0,0,0,1,1,0,1,0,0
LOC124902774,0,0,0,0,0,0,0,0,0
LOC124902779,0,0,0,1,0,0,0,0,0
LOC124902813,1,0,0,0,0,0,0,0,0
LOC124902858,0,0,0,0,0,0,0,0,0
LOC124902859,0,0,1,0,0,1,0,1,0
LOC124902867,0,0,0,0,0,0,0,0,0
LOC124902868,0,0,0,0,0,0,0,0,0
LOC124902870,1,0,0,0,0,0,0,0,0
LOC124902891,0,0,0,1,1,0,0,1,0
LOC124902895,1,0,0,0,1,1,1,0,0
LOC124902911,0,1,0,0,0,0,0,0,0
LOC124902932,0,0,0,0,0,0,0,1,0
LOC124902936,0,0,0,0,1,0,0,0,0
LOC124902943,0,0,1,0,0,0,0,0,0
LOC124902960,1,0,0,0,1,0,0,1,0
LOC124902965,0,0,1,0,0,0,0,0,0
LOC124902975,0,0,0,0,0,0,0,0,0
LOC124902977,0,0,1,0,0,0,0,0,0
LOC124902984,0,0,0,0,0,0,0,0,0
LOC124902987,0,0,0,0,0,0,0,1,0
LOC124902999,0,0,0,0,0,0,0,0,0
LOC124903000,0,0,0,0,0,0,0,0,0
LOC124903010,0,0,0,0,0,0,0,0,0
LOC124903011,0,0,0,0,0,0,0,0,0
LOC124903015,0,0,0,0,1,0,0,0,0
LOC124903016,0,0,0,0,0,0,0,0,0
LOC124903022,0,0,0,0,0,0,1,0,0
LOC124903030,0,0,0,0,0,0,0,0,0
LOC124903033,1,0,1,0,1,0,0,1,0
LOC124903035,0,0,0,0,0,0,0,0,0
LOC124903036,0,0,0,0,0,0,0,0,0
LOC124903038,0,0,0,0,0,0,0,1,0
LOC124903040,0,0,0,0,0,0,0,0,0
LOC124903054,0,1,0,0,0,0,0,0,0
LOC124903077,0,0,0,0,0,0,0,0,0
LOC124903083,0,1,0,0,0,0,0,0,0
LOC124903086,0,0,1,0,0,0,0,0,0
LOC124903128,0,0,0,0,0,0,0,0,0
LOC124903140,0,1,0,0,1,0,0,0,0
LOC124903141,0,0,0,0,0,0,0,0,0
LOC124903143,1,0,0,0,0,0,0,0,1
LOC124903146,0,0,0,0,0,0,0,0,0
LOC124903163,0,0,0,0,0,0,0,0,0
LOC124903165,0,0,0,0,0,0,0,0,0
LOC124903177,0,0,0,0,1,0,0,0,0
LOC124903184,0,0,0,0,0,0,0,0,0
LOC124903202,0,0,0,0,1,0,1,0,0
LOC124903208,0,0,0,0,1,0,0,0,0
LOC124903215,0,0,1,0,0,0,0,1,0
LOC124903220,1,1,0,1,0,0,0,0,1
