Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
ENSG00000254489.2,MPPED2-AS1,Prostate_Normal,group_enhanced
ENSG00000254815.6,LMNTD2-AS1,Prostate_Normal,group_enhanced
ENSG00000254907.1,AC087276.2,Prostate_Normal,group_enhanced
ENSG00000255118.1,AP003306.2,Prostate_Normal,group_enhanced
ENSG00000255240.6,AP001636.3,Prostate_Normal,group_enhanced
ENSG00000255959.1,AP000777.2,Prostate_Normal,group_enhanced
ENSG00000256040.2,PAPPA-AS1,Prostate_Normal,group_enhanced
ENSG00000257002.1,AP000438.1,Prostate_Normal,group_enhanced
ENSG00000257550.2,AC023509.2,Prostate_Normal,group_enhanced
ENSG00000257989.1,AC078864.1,Prostate_Normal,group_enhanced
ENSG00000259211.1,AC013356.2,Prostate_Normal,group_enhanced
ENSG00000259352.1,AC091117.1,Prostate_Normal,group_enhanced
ENSG00000259498.1,TPM1-AS,Prostate_Normal,group_enhanced
ENSG00000259723.1,AL354993.2,Prostate_Normal,group_enhanced
ENSG00000259954.1,IL21R-AS1,Prostate_Normal,group_enhanced
ENSG00000260115.1,AC012174.1,Prostate_Normal,group_enhanced
ENSG00000260798.1,AC099314.1,Prostate_Normal,group_enhanced
ENSG00000260898.6,ADPGK-AS1,Prostate_Normal,group_enhanced
ENSG00000260934.1,AC130456.5,Prostate_Normal,group_enhanced
ENSG00000261664.5,TTC39A-AS1,Prostate_Normal,group_enhanced
ENSG00000262313.1,AC127496.3,Prostate_Normal,group_enhanced
ENSG00000262884.1,AC015921.1,Prostate_Normal,group_enhanced
ENSG00000263167.1,AC115099.1,Prostate_Normal,group_enhanced
ENSG00000265678.1,AC129510.1,Prostate_Normal,group_enhanced
ENSG00000267139.1,AC005262.2,Prostate_Normal,group_enhanced
ENSG00000267193.7,AC091151.1,Prostate_Normal,group_enhanced
ENSG00000267688.1,KF456478.1,Prostate_Normal,group_enhanced
ENSG00000268906.1,AC011473.3,Prostate_Normal,group_enhanced
ENSG00000269235.2,ZNF350-AS1,Prostate_Normal,group_enhanced
ENSG00000269985.1,AL021328.1,Prostate_Normal,group_enhanced
ENSG00000271774.1,AL109930.1,Prostate_Normal,group_enhanced
ENSG00000272189.1,AL024508.1,Prostate_Normal,group_enhanced
ENSG00000272720.1,AL022322.1,Prostate_Normal,group_enhanced
ENSG00000275465.7,AL449403.2,Prostate_Normal,group_enhanced
ENSG00000275936.1,AC004263.1,Prostate_Normal,group_enhanced
ENSG00000277022.1,AL031663.3,Prostate_Normal,group_enhanced
ENSG00000278408.1,AC108861.1,Prostate_Normal,group_enhanced
ENSG00000279622.2,AC025280.2,Prostate_Normal,group_enhanced
ENSG00000279747.1,AC130456.6,Prostate_Normal,group_enhanced
ENSG00000282816.1,AC000035.1,Prostate_Normal,group_enhanced
ENSG00000283689.1,AC018553.2,Prostate_Normal,group_enhanced
ENSG00000285454.1,AC111006.1,Prostate_Normal,group_enhanced
ENSG00000285973.2,AC063960.2,Prostate_Normal,group_enhanced
ENSG00000286009.2,AC244213.1,Prostate_Normal,group_enhanced
ENSG00000287529.1,AC068946.3,Prostate_Normal,group_enhanced
ENSG00000287558.1,AL109933.5,Prostate_Normal,group_enhanced
ENSG00000287806.1,AL135784.1,Prostate_Normal,group_enhanced
ENSG00000287943.1,AC091151.7,Prostate_Normal,group_enhanced
ENSG00000288585.1,AC010184.1,Prostate_Normal,group_enhanced
LOC101927010,NA,Prostate_Normal,group_enhanced
LOC102723568,NA,Prostate_Normal,group_enhanced
LOC105371376,NA,Prostate_Normal,group_enhanced
LOC105373957,NA,Prostate_Normal,group_enhanced
LOC105373971,NA,Prostate_Normal,group_enhanced
LOC105374339,NA,Prostate_Normal,group_enhanced
LOC105375435,NA,Prostate_Normal,group_enhanced
LOC105375554,NA,Prostate_Normal,group_enhanced
LOC105375691,NA,Prostate_Normal,group_enhanced
LOC105376328,NA,Prostate_Normal,group_enhanced
LOC107985077,NA,Prostate_Normal,group_enhanced
LOC107986289,NA,Prostate_Normal,group_enhanced
LOC124904345,NA,Prostate_Normal,group_enhanced
LOC124905121,NA,Prostate_Normal,group_enhanced
LOC124906099,NA,Prostate_Normal,group_enhanced
LOC124907723,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr1.5,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr11.142,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr11.162,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr14.106,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr14.89,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr16.1,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr16.32,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr17.171,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr19.166,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr2.158,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr2.3,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr22.40,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr22.7,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr4.67,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr5.79,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr6.133,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr6.146,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr6.17,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr6.170,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr7.108,NA,Prostate_Normal,group_enhanced
MSTRG.SL.chr8.113,NA,Prostate_Normal,group_enhanced
NONHSAG004112.2,NA,Prostate_Normal,group_enhanced
NONHSAG008011.2,NA,Prostate_Normal,group_enhanced
NONHSAG010105.2,NA,Prostate_Normal,group_enhanced
NONHSAG016730.2,NA,Prostate_Normal,group_enhanced
NONHSAG032123.2,NA,Prostate_Normal,group_enhanced
NONHSAG039333.2,NA,Prostate_Normal,group_enhanced
NONHSAG043228.2,NA,Prostate_Normal,group_enhanced
NONHSAG052566.2,NA,Prostate_Normal,group_enhanced
NONHSAG054120.2,NA,Prostate_Normal,group_enhanced
NONHSAG057529.1,NA,Prostate_Normal,group_enhanced
NONHSAG057530.1,NA,Prostate_Normal,group_enhanced
NONHSAG070494.1,NA,Prostate_Normal,group_enhanced
NONHSAG070917.1,NA,Prostate_Normal,group_enhanced
NONHSAG077573.1,NA,Prostate_Normal,group_enhanced
NONHSAG079171.1,NA,Prostate_Normal,group_enhanced
NONHSAG079392.1,NA,Prostate_Normal,group_enhanced
NONHSAG081623.1,NA,Prostate_Normal,group_enhanced
NONHSAG081904.1,NA,Prostate_Normal,group_enhanced
NONHSAG082042.1,NA,Prostate_Normal,group_enhanced
NONHSAG083182.1,NA,Prostate_Normal,group_enhanced
NONHSAG085834.1,NA,Prostate_Normal,group_enhanced
NONHSAG087917.1,NA,Prostate_Normal,group_enhanced
NONHSAG093192.1,NA,Prostate_Normal,group_enhanced
NONHSAG096550.1,NA,Prostate_Normal,group_enhanced
NONHSAG096687.1,NA,Prostate_Normal,group_enhanced
NONHSAG097302.1,NA,Prostate_Normal,group_enhanced
NONHSAG102250.1,NA,Prostate_Normal,group_enhanced
NONHSAG106162.1,NA,Prostate_Normal,group_enhanced
NONHSAG106829.1,NA,Prostate_Normal,group_enhanced
NONHSAG108248.1,NA,Prostate_Normal,group_enhanced
NONHSAG108409.1,NA,Prostate_Normal,group_enhanced
NONHSAG110070.1,NA,Prostate_Normal,group_enhanced
NONHSAG112087.1,NA,Prostate_Normal,group_enhanced
NONHSAG112437.1,NA,Prostate_Normal,group_enhanced
NONHSAG112907.1,NA,Prostate_Normal,group_enhanced
NONHSAG114890.1,NA,Prostate_Normal,group_enhanced
ENSG00000267705.1,AC104365.3,Prostate_Normal,enriched
ENSG00000278709.2,NKILA,Prostate_Normal,enriched
ENSG00000279930.1,AL032819.2,Prostate_Normal,enriched
ENSG00000283303.1,AC073869.3,Prostate_Normal,enriched
ENSG00000285763.1,AL358777.1,Prostate_Normal,enriched
ENSG00000286417.1,AL133334.1,Prostate_Normal,enriched
LOC102724149,NA,Prostate_Normal,enriched
LOC105376810,NA,Prostate_Normal,enriched
LOC124904491,NA,Prostate_Normal,enriched
MSTRG.SL.chr19.204,NA,Prostate_Normal,enriched
NONHSAG108580.1,NA,Prostate_Normal,enriched
ENSG00000214999.3,AC129492.1,Prostate_Normal,enhanced
ENSG00000227646.7,STEAP2-AS1,Prostate_Normal,enhanced
ENSG00000230393.1,AC092667.1,Prostate_Normal,enhanced
ENSG00000231703.2,AL354993.1,Prostate_Normal,enhanced
ENSG00000238178.7,AC078993.1,Prostate_Normal,enhanced
ENSG00000240521.1,AC092979.1,Prostate_Normal,enhanced
ENSG00000246985.8,SOCS2-AS1,Prostate_Normal,enhanced
ENSG00000254531.1,FLJ20021,Prostate_Normal,enhanced
ENSG00000255126.1,AP003064.1,Prostate_Normal,enhanced
ENSG00000255182.2,AC084125.2,Prostate_Normal,enhanced
ENSG00000255348.1,AP001775.2,Prostate_Normal,enhanced
ENSG00000258727.1,AL135999.1,Prostate_Normal,enhanced
ENSG00000259721.1,AC090877.2,Prostate_Normal,enhanced
ENSG00000260681.1,AC130456.4,Prostate_Normal,enhanced
ENSG00000262580.5,AC087741.1,Prostate_Normal,enhanced
ENSG00000267868.1,AL356740.1,Prostate_Normal,enhanced
ENSG00000269680.1,AC008760.1,Prostate_Normal,enhanced
ENSG00000272114.1,AL136131.3,Prostate_Normal,enhanced
ENSG00000279399.1,AL356095.2,Prostate_Normal,enhanced
ENSG00000280927.1,CTBP1-AS,Prostate_Normal,enhanced
ENSG00000286061.1,RCAN3AS,Prostate_Normal,enhanced
ENSG00000287969.1,AL355474.1,Prostate_Normal,enhanced
ENSG00000288234.1,BX255925.4,Prostate_Normal,enhanced
ENSG00000288545.1,AC023421.2,Prostate_Normal,enhanced
LOC101928032,NA,Prostate_Normal,enhanced
LOC105371481,NA,Prostate_Normal,enhanced
LOC105373027,NA,Prostate_Normal,enhanced
LOC107985991,NA,Prostate_Normal,enhanced
LOC124903545,NA,Prostate_Normal,enhanced
LOC124903702,NA,Prostate_Normal,enhanced
LOC124904329,NA,Prostate_Normal,enhanced
MSTRG.SL.chr1.157,NA,Prostate_Normal,enhanced
MSTRG.SL.chr12.9,NA,Prostate_Normal,enhanced
MSTRG.SL.chr14.11,NA,Prostate_Normal,enhanced
MSTRG.SL.chr2.267,NA,Prostate_Normal,enhanced
MSTRG.SL.chr20.74,NA,Prostate_Normal,enhanced
MSTRG.SL.chr22.78,NA,Prostate_Normal,enhanced
MSTRG.SL.chr3.115,NA,Prostate_Normal,enhanced
MSTRG.SL.chr5.110,NA,Prostate_Normal,enhanced
MSTRG.SL.chr5.120,NA,Prostate_Normal,enhanced
MSTRG.SL.chr5.3,NA,Prostate_Normal,enhanced
MSTRG.SL.chr6.57,NA,Prostate_Normal,enhanced
NONHSAG018276.2,NA,Prostate_Normal,enhanced
NONHSAG026463.2,NA,Prostate_Normal,enhanced
NONHSAG026464.2,NA,Prostate_Normal,enhanced
NONHSAG027054.2,NA,Prostate_Normal,enhanced
NONHSAG031630.2,NA,Prostate_Normal,enhanced
NONHSAG040400.2,NA,Prostate_Normal,enhanced
NONHSAG051563.2,NA,Prostate_Normal,enhanced
NONHSAG052106.3,NA,Prostate_Normal,enhanced
NONHSAG053805.2,NA,Prostate_Normal,enhanced
NONHSAG057775.1,NA,Prostate_Normal,enhanced
NONHSAG059562.2,NA,Prostate_Normal,enhanced
NONHSAG073639.1,NA,Prostate_Normal,enhanced
NONHSAG073813.1,NA,Prostate_Normal,enhanced
NONHSAG081692.1,NA,Prostate_Normal,enhanced
NONHSAG093640.1,NA,Prostate_Normal,enhanced
NONHSAG094266.1,NA,Prostate_Normal,enhanced
NONHSAG098719.1,NA,Prostate_Normal,enhanced
NONHSAG101638.1,NA,Prostate_Normal,enhanced
ENSG00000223487.1,FRMPD4-AS1,Retina_Normal,specific
ENSG00000225174.2,OSTM1-AS1,Retina_Normal,specific
ENSG00000226455.1,AL121787.1,Retina_Normal,specific
ENSG00000230260.1,AL136322.1,Retina_Normal,specific
ENSG00000235131.1,TP73-AS2,Retina_Normal,specific
ENSG00000235335.3,B3GALT1-AS1,Retina_Normal,specific
ENSG00000237221.1,PPEF1-AS1,Retina_Normal,specific
ENSG00000246477.3,AF131216.1,Retina_Normal,specific
ENSG00000248550.4,OTX2-AS1,Retina_Normal,specific
ENSG00000248647.2,AC012613.1,Retina_Normal,specific
ENSG00000249219.1,AC108199.1,Retina_Normal,specific
ENSG00000250592.1,AC055733.2,Retina_Normal,specific
ENSG00000251128.1,WWC2-AS1,Retina_Normal,specific
ENSG00000253406.1,AC012613.2,Retina_Normal,specific
ENSG00000259221.5,AC023905.1,Retina_Normal,specific
ENSG00000259798.1,AC138625.1,Retina_Normal,specific
ENSG00000259833.5,AC138625.2,Retina_Normal,specific
ENSG00000260922.2,AC009139.1,Retina_Normal,specific
ENSG00000267000.1,AC016229.1,Retina_Normal,specific
ENSG00000271314.1,AL161729.2,Retina_Normal,specific
ENSG00000275552.1,AC243965.2,Retina_Normal,specific
ENSG00000281880.2,PAUPAR,Retina_Normal,specific
ENSG00000285651.1,AL450992.2,Retina_Normal,specific
ENSG00000285681.2,AC091576.1,Retina_Normal,specific
ENSG00000285952.1,AC020663.4,Retina_Normal,specific
ENSG00000286886.1,AJ011931.2,Retina_Normal,specific
MSTRG.SL.chr1.11,NA,Retina_Normal,specific
MSTRG.SL.chr11.123,NA,Retina_Normal,specific
MSTRG.SL.chr11.173,NA,Retina_Normal,specific
MSTRG.SL.chr12.13,NA,Retina_Normal,specific
MSTRG.SL.chr12.29,NA,Retina_Normal,specific
MSTRG.SL.chr12.98,NA,Retina_Normal,specific
MSTRG.SL.chr13.46,NA,Retina_Normal,specific
MSTRG.SL.chr15.21,NA,Retina_Normal,specific
MSTRG.SL.chr15.76,NA,Retina_Normal,specific
MSTRG.SL.chr15.95,NA,Retina_Normal,specific
MSTRG.SL.chr17.206,NA,Retina_Normal,specific
MSTRG.SL.chr18.57,NA,Retina_Normal,specific
MSTRG.SL.chr22.85,NA,Retina_Normal,specific
MSTRG.SL.chr5.174,NA,Retina_Normal,specific
MSTRG.SL.chr5.49,NA,Retina_Normal,specific
MSTRG.SL.chr5.70,NA,Retina_Normal,specific
MSTRG.SL.chr5.91,NA,Retina_Normal,specific
MSTRG.SL.chr6.3,NA,Retina_Normal,specific
MSTRG.SL.chr7.132,NA,Retina_Normal,specific
MSTRG.SL.chr7.157,NA,Retina_Normal,specific
MSTRG.SL.chr7.78,NA,Retina_Normal,specific
MSTRG.SL.chr7.79,NA,Retina_Normal,specific
MSTRG.SL.chr9.82,NA,Retina_Normal,specific
NONHSAG036057.2,NA,Retina_Normal,specific
NONHSAG040672.2,NA,Retina_Normal,specific
NONHSAG042352.2,NA,Retina_Normal,specific
NONHSAG063105.1,NA,Retina_Normal,specific
NONHSAG064551.1,NA,Retina_Normal,specific
NONHSAG070439.1,NA,Retina_Normal,specific
NONHSAG076208.1,NA,Retina_Normal,specific
NONHSAG108777.1,NA,Retina_Normal,specific
NONHSAG109001.1,NA,Retina_Normal,specific
ENSG00000180458.2,AC022148.1,Retina_Normal,group_enriched
ENSG00000226397.8,C12orf77,Retina_Normal,group_enriched
ENSG00000229385.2,CTNNA2-AS1,Retina_Normal,group_enriched
ENSG00000229444.1,ST3GAL3-AS1,Retina_Normal,group_enriched
ENSG00000230314.7,ELOVL2-AS1,Retina_Normal,group_enriched
ENSG00000230703.1,MYOM3-AS1,Retina_Normal,group_enriched
ENSG00000231585.1,AC034228.1,Retina_Normal,group_enriched
ENSG00000234979.1,Z82185.1,Retina_Normal,group_enriched
ENSG00000235024.1,AC097468.2,Retina_Normal,group_enriched
ENSG00000236064.2,AL109946.1,Retina_Normal,group_enriched
ENSG00000236200.6,KDM4A-AS1,Retina_Normal,group_enriched
ENSG00000236668.2,AC006450.3,Retina_Normal,group_enriched
ENSG00000256196.2,AP003721.1,Retina_Normal,group_enriched
ENSG00000258428.5,AL161757.2,Retina_Normal,group_enriched
ENSG00000260661.1,AC116903.2,Retina_Normal,group_enriched
ENSG00000261723.1,AC008870.4,Retina_Normal,group_enriched
ENSG00000262920.5,AC129507.4,Retina_Normal,group_enriched
ENSG00000263571.3,AC004147.2,Retina_Normal,group_enriched
ENSG00000267470.6,ZNF571-AS1,Retina_Normal,group_enriched
ENSG00000268055.1,AC067969.1,Retina_Normal,group_enriched
ENSG00000269321.1,AC011466.2,Retina_Normal,group_enriched
ENSG00000286461.1,AC024730.1,Retina_Normal,group_enriched
ENSG00000287243.2,THCAT155,Retina_Normal,group_enriched
LOC101928045,NA,Retina_Normal,group_enriched
LOC105370397,NA,Retina_Normal,group_enriched
LOC105370634,NA,Retina_Normal,group_enriched
LOC105375739,NA,Retina_Normal,group_enriched
LOC124902291,NA,Retina_Normal,group_enriched
MSTRG.SL.chr1.112,NA,Retina_Normal,group_enriched
MSTRG.SL.chr1.143,NA,Retina_Normal,group_enriched
MSTRG.SL.chr15.92,NA,Retina_Normal,group_enriched
MSTRG.SL.chr19.188,NA,Retina_Normal,group_enriched
MSTRG.SL.chr19.202,NA,Retina_Normal,group_enriched
MSTRG.SL.chr2.76,NA,Retina_Normal,group_enriched
MSTRG.SL.chr21.6,NA,Retina_Normal,group_enriched
MSTRG.SL.chr22.88,NA,Retina_Normal,group_enriched
MSTRG.SL.chr5.6,NA,Retina_Normal,group_enriched
MSTRG.SL.chr7.125,NA,Retina_Normal,group_enriched
MSTRG.SL.chr8.56,NA,Retina_Normal,group_enriched
NONHSAG005315.3,NA,Retina_Normal,group_enriched
NONHSAG017570.2,NA,Retina_Normal,group_enriched
NONHSAG032629.2,NA,Retina_Normal,group_enriched
NONHSAG043036.2,NA,Retina_Normal,group_enriched
NONHSAG051654.2,NA,Retina_Normal,group_enriched
NONHSAG079369.1,NA,Retina_Normal,group_enriched
NONHSAG090331.1,NA,Retina_Normal,group_enriched
NONHSAG099638.1,NA,Retina_Normal,group_enriched
NONHSAG104944.1,NA,Retina_Normal,group_enriched
NONHSAG106663.1,NA,Retina_Normal,group_enriched
NONHSAG107843.1,NA,Retina_Normal,group_enriched
NONHSAG109995.1,NA,Retina_Normal,group_enriched
ENSG00000167046.4,AL357033.1,Retina_Normal,group_enhanced
ENSG00000176236.6,RPP38-DT,Retina_Normal,group_enhanced
ENSG00000184608.9,FAM167A-AS1,Retina_Normal,group_enhanced
ENSG00000197934.8,CYYR1-AS1,Retina_Normal,group_enhanced
ENSG00000203288.4,TDRKH-AS1,Retina_Normal,group_enhanced
ENSG00000203809.7,LIN28B-AS1,Retina_Normal,group_enhanced
ENSG00000203900.2,AL121827.1,Retina_Normal,group_enhanced
ENSG00000204044.6,SLC12A5-AS1,Retina_Normal,group_enhanced
ENSG00000205414.1,AC007608.1,Retina_Normal,group_enhanced
ENSG00000214559.3,AC019077.1,Retina_Normal,group_enhanced
ENSG00000214708.4,AC116407.1,Retina_Normal,group_enhanced
ENSG00000223548.1,ACSL6-AS1,Retina_Normal,group_enhanced
ENSG00000223669.1,AL357033.2,Retina_Normal,group_enhanced
ENSG00000223791.1,UBE2E1-AS1,Retina_Normal,group_enhanced
ENSG00000224020.1,MIR181A2HG,Retina_Normal,group_enhanced
ENSG00000224152.1,AC009506.1,Retina_Normal,group_enhanced
ENSG00000224272.2,AC131097.2,Retina_Normal,group_enhanced
ENSG00000224717.1,LEMD1-DT,Retina_Normal,group_enhanced
ENSG00000224825.2,RORB-AS1,Retina_Normal,group_enhanced
ENSG00000224897.8,POT1-AS1,Retina_Normal,group_enhanced
ENSG00000225077.3,LINC00337,Retina_Normal,group_enhanced
ENSG00000225146.1,AC073957.1,Retina_Normal,group_enhanced
ENSG00000226746.2,SMCR5,Retina_Normal,group_enhanced
ENSG00000226869.6,LHFPL3-AS1,Retina_Normal,group_enhanced
ENSG00000227110.7,LMCD1-AS1,Retina_Normal,group_enhanced
ENSG00000227165.9,WDR11-AS1,Retina_Normal,group_enhanced
ENSG00000227432.1,ASIC4-AS1,Retina_Normal,group_enhanced
ENSG00000227811.3,INKA2-AS1,Retina_Normal,group_enhanced
ENSG00000227906.8,SNAP25-AS1,Retina_Normal,group_enhanced
ENSG00000229588.2,AL596087.2,Retina_Normal,group_enhanced
ENSG00000229797.2,AC140481.1,Retina_Normal,group_enhanced
ENSG00000230461.9,PROX1-AS1,Retina_Normal,group_enhanced
ENSG00000230790.2,AC012456.2,Retina_Normal,group_enhanced
ENSG00000231185.7,SPRY4-AS1,Retina_Normal,group_enhanced
ENSG00000231691.2,AL592114.3,Retina_Normal,group_enhanced
ENSG00000231868.1,AL031848.1,Retina_Normal,group_enhanced
ENSG00000231882.1,F10-AS1,Retina_Normal,group_enhanced
ENSG00000232656.9,IDI2-AS1,Retina_Normal,group_enhanced
ENSG00000233613.5,DCUN1D2-AS,Retina_Normal,group_enhanced
ENSG00000233930.4,KRTAP5-AS1,Retina_Normal,group_enhanced
ENSG00000235010.1,AL512622.1,Retina_Normal,group_enhanced
ENSG00000235296.1,AC145207.1,Retina_Normal,group_enhanced
ENSG00000235802.1,HCFC1-AS1,Retina_Normal,group_enhanced
ENSG00000236508.1,ATP13A5-AS1,Retina_Normal,group_enhanced
ENSG00000237337.1,ELAVL4-AS1,Retina_Normal,group_enhanced
ENSG00000237773.7,AC073332.1,Retina_Normal,group_enhanced
ENSG00000239265.5,CLRN1-AS1,Retina_Normal,group_enhanced
ENSG00000240086.7,AC092969.1,Retina_Normal,group_enhanced
ENSG00000242686.4,PDE6B-AS1,Retina_Normal,group_enhanced
ENSG00000243069.8,ARHGEF26-AS1,Retina_Normal,group_enhanced
ENSG00000243187.1,CCDC39-AS1,Retina_Normal,group_enhanced
ENSG00000246250.3,AC087521.2,Retina_Normal,group_enhanced
ENSG00000246350.1,AL049543.1,Retina_Normal,group_enhanced
ENSG00000247416.4,AP000802.1,Retina_Normal,group_enhanced
ENSG00000248636.7,AC002070.1,Retina_Normal,group_enhanced
ENSG00000248719.2,AC021127.1,Retina_Normal,group_enhanced
ENSG00000248925.1,AC021087.1,Retina_Normal,group_enhanced
ENSG00000249085.1,AC035140.1,Retina_Normal,group_enhanced
ENSG00000249207.2,AC079921.1,Retina_Normal,group_enhanced
ENSG00000249637.2,AC008438.1,Retina_Normal,group_enhanced
ENSG00000249852.1,AC145676.1,Retina_Normal,group_enhanced
ENSG00000250007.7,AC087457.1,Retina_Normal,group_enhanced
ENSG00000251126.2,AC017007.4,Retina_Normal,group_enhanced
ENSG00000253477.5,AC012213.1,Retina_Normal,group_enhanced
ENSG00000253618.1,GRPEL2-AS1,Retina_Normal,group_enhanced
ENSG00000253741.2,LNCOC1,Retina_Normal,group_enhanced
ENSG00000253973.3,AC079296.1,Retina_Normal,group_enhanced
ENSG00000254942.1,AL355310.3,Retina_Normal,group_enhanced
ENSG00000255136.3,AP001972.3,Retina_Normal,group_enhanced
ENSG00000255158.1,AC131934.1,Retina_Normal,group_enhanced
ENSG00000255929.5,AP000943.2,Retina_Normal,group_enhanced
ENSG00000255959.1,AP000777.2,Retina_Normal,group_enhanced
ENSG00000256008.3,AC125616.1,Retina_Normal,group_enhanced
ENSG00000256339.1,AC007655.1,Retina_Normal,group_enhanced
ENSG00000256742.1,KDM2B-DT,Retina_Normal,group_enhanced
ENSG00000257657.3,AC079950.1,Retina_Normal,group_enhanced
ENSG00000258667.2,HIF1A-AS3,Retina_Normal,group_enhanced
ENSG00000258670.1,AL049874.3,Retina_Normal,group_enhanced
ENSG00000258745.1,AL358334.3,Retina_Normal,group_enhanced
ENSG00000258871.1,AC004828.1,Retina_Normal,group_enhanced
ENSG00000259037.1,BX927359.1,Retina_Normal,group_enhanced
ENSG00000259319.1,AF111167.2,Retina_Normal,group_enhanced
ENSG00000259514.1,AC027243.1,Retina_Normal,group_enhanced
ENSG00000259756.1,AC100839.1,Retina_Normal,group_enhanced
ENSG00000259910.1,AC120498.1,Retina_Normal,group_enhanced
ENSG00000260135.7,MMP2-AS1,Retina_Normal,group_enhanced
ENSG00000260403.1,AC120498.3,Retina_Normal,group_enhanced
ENSG00000260487.1,AC116348.1,Retina_Normal,group_enhanced
ENSG00000260790.1,AC092338.2,Retina_Normal,group_enhanced
ENSG00000261332.1,AC116348.2,Retina_Normal,group_enhanced
ENSG00000261346.1,AC116348.3,Retina_Normal,group_enhanced
ENSG00000261399.1,AL031710.1,Retina_Normal,group_enhanced
ENSG00000261790.2,AC005606.2,Retina_Normal,group_enhanced
ENSG00000262482.1,AC004034.1,Retina_Normal,group_enhanced
ENSG00000264589.4,MAPT-AS1,Retina_Normal,group_enhanced
ENSG00000264659.2,AC064805.2,Retina_Normal,group_enhanced
ENSG00000265168.1,AC005726.3,Retina_Normal,group_enhanced
ENSG00000265342.1,AC011933.3,Retina_Normal,group_enhanced
ENSG00000266718.2,AC079336.5,Retina_Normal,group_enhanced
ENSG00000267077.1,AC020663.2,Retina_Normal,group_enhanced
ENSG00000267092.2,AC027307.1,Retina_Normal,group_enhanced
ENSG00000267750.6,RUNDC3A-AS1,Retina_Normal,group_enhanced
ENSG00000267757.4,EML2-AS1,Retina_Normal,group_enhanced
ENSG00000267922.1,AC007785.1,Retina_Normal,group_enhanced
ENSG00000268093.1,AC022154.1,Retina_Normal,group_enhanced
ENSG00000268564.1,AC003956.1,Retina_Normal,group_enhanced
ENSG00000268678.1,AC005261.2,Retina_Normal,group_enhanced
ENSG00000269050.1,AC011455.1,Retina_Normal,group_enhanced
ENSG00000269935.1,AC092720.2,Retina_Normal,group_enhanced
ENSG00000270135.1,AC078795.3,Retina_Normal,group_enhanced
ENSG00000270171.1,AL359881.3,Retina_Normal,group_enhanced
ENSG00000270638.1,AL023806.1,Retina_Normal,group_enhanced
ENSG00000271614.1,ATP2B1-AS1,Retina_Normal,group_enhanced
ENSG00000271714.1,AC010501.2,Retina_Normal,group_enhanced
ENSG00000271727.2,AL357054.2,Retina_Normal,group_enhanced
ENSG00000272143.1,FGF14-AS2,Retina_Normal,group_enhanced
ENSG00000272163.1,AF106564.1,Retina_Normal,group_enhanced
ENSG00000272677.1,HNRNPD-DT,Retina_Normal,group_enhanced
ENSG00000272843.1,AC211476.2,Retina_Normal,group_enhanced
ENSG00000272870.3,SAP30-DT,Retina_Normal,group_enhanced
ENSG00000272973.1,AP000350.5,Retina_Normal,group_enhanced
ENSG00000273010.1,AL360270.3,Retina_Normal,group_enhanced
ENSG00000273108.1,AL121929.2,Retina_Normal,group_enhanced
ENSG00000273233.1,AC097724.1,Retina_Normal,group_enhanced
ENSG00000273312.2,AL121749.1,Retina_Normal,group_enhanced
ENSG00000273489.1,AC008264.2,Retina_Normal,group_enhanced
ENSG00000275055.1,AC011468.5,Retina_Normal,group_enhanced
ENSG00000275186.1,AC018445.1,Retina_Normal,group_enhanced
ENSG00000276317.1,AL357033.3,Retina_Normal,group_enhanced
ENSG00000276649.1,AL117335.1,Retina_Normal,group_enhanced
ENSG00000277182.1,AC006449.5,Retina_Normal,group_enhanced
ENSG00000277496.1,AL357033.4,Retina_Normal,group_enhanced
ENSG00000277631.5,PGM5P3-AS1,Retina_Normal,group_enhanced
ENSG00000277978.1,AC010542.5,Retina_Normal,group_enhanced
ENSG00000278901.1,AC005609.1,Retina_Normal,group_enhanced
ENSG00000278915.1,AC005609.3,Retina_Normal,group_enhanced
ENSG00000278946.1,AC005609.4,Retina_Normal,group_enhanced
ENSG00000279689.1,AC022400.7,Retina_Normal,group_enhanced
ENSG00000279692.1,AC110285.6,Retina_Normal,group_enhanced
